EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Texas Blackland Tallgrass Prairie,He Texas Blackland Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2197060
Southeastern Great Plains Tallgrass Prairie,He Southeastern Great Plains Tallgrass Prairie,Herb,Grassland,Tallgrass Prairie,SRM 710: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,47696143
East-Central Texas Plains Xeric Sandyland,He East-Central Texas Plains Xeric Sandyland,Herb,Grassland,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,339153
Florida Dry Prairie Grassland,Sh Florida Dry Prairie,Herb,Grassland,Prairies and Barrens,SRM 814: Cabbage Palms Flatwoods,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,607184
Southern Atlantic Coastal Plain Dune and Maritime Grassland,He Southern Atlantic Coastal Plain Dune and Maritime Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,101208
West Gulf Coastal Plain Northern Calcareous Prairie,He West Gulf Coastal Plain Northern Calcareous Prairie,Herb,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,47395
West Gulf Coastal Plain Southern Calcareous Prairie,He West Gulf Coastal Plain Southern Calcareous Prairie,Herb,Grassland,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,107725
Southern Coastal Plain Blackland Prairie,Tr Southern Coastal Plain Blackland Prairie and Woodland,Herb,Grassland,Prairies and Barrens,SAF 46: Eastern Redcedar,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,4911
Southwest Florida Dune and Coastal Grassland,He Southwest Florida Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,19717
Texas-Louisiana Coastal Prairie,He Texas-Louisiana Coastal Prairie,Herb,Riparian,Inland Marshes and Prairies,SRM 711: Bluestem-Sacahuista Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,165067
East Gulf Coastal Plain Dune and Coastal Grassland,He East Gulf Coastal Plain Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,73685
Northern Atlantic Coastal Plain Dune and Swale Shrubland,Sh Northern Atlantic Coastal Plain Dune and Swale,Shrub,Shrubland,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,17963
Texas Coast Dune and Coastal Grassland,He Central and Upper Texas Coast Dune and Coastal Grassland,Herb,Grassland,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2575631
Tamaulipan Savanna Grassland,He Tamaulipan Savanna Grassland,Herb,Grassland,Grassland,SRM 728: Mesquite-Ganjeno-Acacia,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,7043380
Tamaulipan Lomas,Sh Tamaulipan Lomas,Shrub,Shrubland,Grassland,SRM 726: Cordgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,124595
Bluegrass Savanna and Woodland,Tr Bluegrass Savanna and Woodland,Tree,Hardwood,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Deciduous open tree canopy,13996
Arkansas Valley Prairie and Woodland,Tr Arkansas Valley Prairie and Woodland,Tree,Hardwood,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,58244
Eastern Boreal Floodplain Woodland,Tr Eastern Boreal Floodplain,Tree,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Deciduous open tree canopy,87797
South Florida Dwarf Cypress Savanna,Tr South Florida Dwarf Cypress Savanna,Tree,Riparian,Cypress,SAF 100: Pond Cypress,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,294796
South Florida Pine Flatwoods,Tr South Florida Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SRM 811: South Florida Flatwoods,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2011499
South Florida Cypress Dome,Tr South Florida Cypress Dome,Tree,Riparian,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Deciduous open tree canopy,900234
Southern Piedmont Dry Oak-(Pine) Forest,Tr Southern Piedmont Dry Oak-Pine Forest,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,9465707
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tr Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,Riparian,Pine Flatwoods,SAF 98 : Pond Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1546032
Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tr Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Tree,Riparian,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,832478
West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tr West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Tree,Riparian,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,344981
Atlantic Coastal Plain Peatland Pocosin and Canebrake Woodland,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Tree,Riparian,Pocosin,LF 48: Pocosin,Tree-dominated,Open tree canopy,Deciduous open tree canopy,9117977
Central Florida Pine Flatwoods,Tr Central Florida Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,6060220
East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tr East Gulf Coastal Plain Near-Coast Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 83: Longleaf Pine-Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,3462695
East Gulf Coastal Plain Southern Loblolly Flatwoods,Tr East Gulf Coastal Plain Southern Loblolly Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,130353
Northern Atlantic Coastal Plain Pitch Pine Lowland,Tr Northern Atlantic Coastal Plain Pitch Pine Lowland,Tree,Riparian,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,764364
South-Central Interior / Upper Coastal Plain Wet Flatwoods,Tr South-Central Interior/Upper Coastal Plain Wet Flatwoods,Tree,Riparian,Hardwood Flatwoods,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,199352
West Gulf Coastal Plain Pine Flatwoods,Tr West Gulf Coastal Plain Pine Flatwoods,Tree,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Evergreen open tree canopy,838217
Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Tr Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Tree,Riparian,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Deciduous open tree canopy,159589
Southern Coastal Plain Nonriverine Cypress Dome,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,Riparian,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Deciduous open tree canopy,2135123
Southern Coastal Plain Seepage Swamp and Baygall Woodland,Tr Southern Coastal Plain Seepage Swamp and Baygall,Tree,Riparian,Atlantic Swamp Forests,LF 47: Gulf Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,7665457
West Gulf Coastal Plain Seepage Swamp and Baygall,Tr West Gulf Coastal Plain Seepage Swamp and Baygall,Tree,Riparian,Atlantic Swamp Forests,LF 47: Gulf Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,629738
Central Appalachian Dry Oak Forest,Tr Central Appalachian Dry Oak Forest,Tree,Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,10870632
Acadian Sub-Boreal Spruce Barrens,Tr Acadian Near-Boreal Spruce Barrens,Tree,Conifer,Spruce Flats and Barrens,SAF 13: Black Spruce-Tamarack,Tree-dominated,Open tree canopy,Evergreen open tree canopy,11527
Acadian Sub-Boreal Spruce Flat,Tr Acadian Sub-Boreal Spruce Flat,Tree,Conifer,Spruce Flats and Barrens,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,732834
Great Lakes Wooded Dune and Swale,Tr Great Lakes Wooded Dune and Swale,Tree,Riparian,Inland Marshes and Prairies,SAF 1: Jack Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,183478
Tamaulipan Floodplain Woodland,Tr Tamaulipan Floodplain Forest,Tree,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,168657
Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall Woodland,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1037498
Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall Shrubland,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Shrub,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,898
Southwest Florida Coastal Strand Shrubland,Tr Southwest Florida Coastal Strand and Maritime Hammock,Shrub,Shrubland,Hammocks,SAF 105: Tropical Hardwoods,Shrub-dominated,Shrubland,Deciduous shrubland,25566
Southeast Florida Coastal Strand Shrubland,Tr Southeast Florida Coastal Strand and Maritime Hammock,Shrub,Shrubland,Hammocks,SAF 105: Tropical Hardwoods,Shrub-dominated,Shrubland,Deciduous shrubland,33328
Tamaulipan Floodplain Shrubland,Tr Tamaulipan Floodplain Forest,Shrub,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Deciduous shrubland,248025
Tamaulipan Floodplain Herbaceous,Tr Tamaulipan Floodplain Forest,Herb,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,221178
Tamaulipan Riparian Woodland,Tr Tamaulipan Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,224731
Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Tree,Riparian,Atlantic Swamp Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,46293002
Great Plains Prairie Pothole,He Great Plains Prairie Pothole,Herb,Riparian,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3748147
South Florida Everglades Sawgrass Marsh,Tr South Florida Everglades Sawgrass Marsh,Herb,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,8051687
South Florida Wet Marl Prairie,He South Florida Wet Marl Prairie,Herb,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,119848
East Gulf Coastal Plain Wet Prairie,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Herb,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,356791
Texas Saline Coastal Prairie,He Texas Saline Coastal Prairie,Herb,Riparian,Inland Marshes and Prairies,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1191225
Texas-Louisiana Coastal Prairie Pondshore,He Texas-Louisiana Coastal Prairie Pondshore,Herb,Riparian,Inland Marshes and Prairies,SRM 711: Bluestem-Sacahuista Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,119914
Eastern Great Plains Wet Meadow-Prairie-Marsh,He Eastern Great Plains Wet Meadow-Prairie-Marsh,Herb,Riparian,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,6378690
Floridian Highlands Freshwater Marsh,Tr Floridian Highlands Freshwater Marsh,Herb,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3653506
South Texas Salt and Brackish Tidal Flat,Sps Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,417936
Southern Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Tr Southern Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Tree,Riparian,Atlantic Swamp Forests,SAF 97: Atlantic White Cedar,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,2409548
Central Appalachian Dry Oak-Pine Forest,Tr Central Appalachian Dry Oak-Pine Forest,Tree,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,5071901
Chihuahuan Loamy Plains Desert Grassland,He Chihuahuan Loamy Plains Desert Grassland,Herb,Grassland,Grassland,SRM 701: Alkali Sacaton-Tobosa Grass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,7587499
Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,He Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Herb,Riparian,Depressional Wetland,SRM 701: Alkali Sacaton-Tobosa Grass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,240429
Ouachita Novaculite Glade and Woodland,Tr Ouachita Novaculite Glade and Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,42682
West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Tr West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Tree,Riparian,Hardwood Flatwoods,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,832706
Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Tr Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Tree,Conifer,Shortleaf Pine Woodland,SAF 75: Shortleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,550151
Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Tr Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Tree,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,434756
Crowley's Ridge Sand Forest,Tr Crowley's Ridge Sand Forest,Tree,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,245119
Appalachian Northern Hardwood Forest,Tr Appalachian Northern Hardwood Forest,Tree,Hardwood,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,41281549
Appalachian (Hemlock)-Northern Hardwood Forest,Tr Appalachian Hemlock-Northern Hardwood Forest,Tree,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,16695636
Lower Mississippi River Flatwoods,Tr Lower Mississippi River Flatwoods,Tree,Riparian,Pine Flatwoods,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1004809
Central Florida Herbaceous Pondshore,He Central Florida Herbaceous Pondshore,Herb,Riparian,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,239747
Southern Coastal Plain Herbaceous Seep and Bog,He Southern Coastal Plain Herbaceous Seep and Bog,Herb,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3286
Atlantic Coastal Plain Sandhill Seep,He Atlantic Coastal Plain Sandhill Seep,Herb,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,726
Paleozoic Plateau Bluff and Talus Woodland,Tr Paleozoic Plateau Bluff and Talus,Tree,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,537042
North-Central Interior Wet Flatwoods,Tr North-Central Interior Wet Flatwoods,Tree,Riparian,Hardwood Flatwoods,SAF 65: Pin Oak-Sweetgum,Tree-dominated,Open tree canopy,Deciduous open tree canopy,746698
East-Central Texas Plains Post Oak Savanna and Woodland,Tr East-Central Texas Plains Post Oak Savanna and Woodland,Tree,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,18684267
Northern Atlantic Coastal Plain Heathland,Sh Northern Atlantic Coastal Plain Heathland,Shrub,Shrubland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,49312
Edwards Plateau Dry-Mesic Slope Forest and Woodland,Tr Edwards Plateau Dry-Mesic Slope Forest and Woodland,Tree,Conifer-Hardwood,Juniper-Oak,SRM 733: Juniper-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2102494
Edwards Plateau Mesic Canyon,Tr Edwards Plateau Mesic Canyon,Tree,Hardwood,Bigtooth Maple Woodland,SRM 733: Juniper-Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,101503
Edwards Plateau Riparian Forest and Woodland,Tr Edwards Plateau Riparian,Tree,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,637274
